Brand,Product Name,Price (HKD),Image,Detail Image
YUNJAC,CALMING AND COMFORTING AMPOULE 75ml,290,https://static.lottedfs.cn/prod/prd-img/07/11/93/00/00/02/20000931107_2.jpg/dims/resize/400x400,
YUNJAC,BRIGHTENING AMPOULE 30ml,440,https://static.lottedfs.cn/prod/prd-img/91/21/16/01/00/02/20001162191_2.jpg/dims/resize/400x400,
TOOQ,SATIN DOHWA BALM ,99,https://static.lottedfs.cn/prod/prd-img/86/27/35/01/00/02/20001352786_2.jpg/dims/resize/460x460,
TOOQ,WITHOUT MIRROR LIP TINT,95,https://static.lottedfs.cn/prod/prd-img/49/14/32/01/00/02/20001321449_2.jpg/dims/resize/460x460,
TOOQ,NEW CLASSIC VELVET LIP TINT,95,https://static.lottedfs.cn/prod/prd-img/91/11/32/01/00/02/20001321191_2.jpg/dims/resize/460x460,
TOOQ,ROUGH BUT PRO LIP PENCIL,85,https://static.lottedfs.cn/prod/prd-img/59/12/32/01/00/02/20001321259_2.jpg/dims/resize/460x460,
TOOQ,RETURN TO BEBE LIPBALM ,145,https://static.lottedfs.cn/prod/prd-img/77/15/32/01/00/02/20001321577_2.jpg/dims/resize/460x460,
TOOQ,GENTLE KISS GLOW TINT,99,https://static.lottedfs.cn/prod/prd-img/98/14/32/01/00/02/20001321498_2.jpg/dims/resize/460x460,
TOOQ,Transparent Recover BB Cream Recover Green,170,https://image1.shilladfs.com/files/product2/2026/01/09/949611000112_20260109_16444937_12_949611000112_1.JPG,
ROMAND,GLASTING COLOR GLOSS,65,https://image1.shilladfs.com/files/product2/2025/02/06/757611001764_20250206_12123032_07_757611001764_2.JPG,
ROMAND,GLASTING MELTING BALM,65,https://image1.shilladfs.com/files/product2/2025/02/06/757611001545_20250206_12120652_07_757611001545_4.JPG,
ROMAND,Better Than Paltte,135,https://www.shilladfs.com/estore/kr/en/p/5002023,
ROMAND,BETTER THAN CONTOUR,110,https://image1.shilladfs.com/files/product2/2024/09/03/757611001779_20240903_10074511_12_757611001779_1.JPG,
ROMAND,ROM&ND COLOR LIP MATTE,65,https://static.lottedfs.cn/prod/prd-img/70/85/31/01/00/02/20001318570_2.jpg/dims/resize/460x460,
ROMAND,DEWYFUL WATER TINT 染唇液,62,https://static.lottedfs.cn/prod/prd-img/32/18/00/01/00/02/20001001832_4.jpg/dims/resize/460x460,
ROMAND,THE JUICY LASTING TINT,65,https://image2.shilladfs.com/files/product2/2025/05/16/757611001790_20250516_11252080_12_757611001790_1.JPG,
ROMAND,BETTER THAN CHEEK,59,https://static.lottedfs.cn/prod/prd-img/59/48/24/01/00/02/20001244859_2.jpg/dims/resize/460x460,
ROMAND,HAN ALL BROW CARA,55,https://image2.shilladfs.com/files/product2/2024/02/19/757611001704_20240219_16400633_12_757611001704_1.JPG,
ROMAND,BETTER THAN EYES 6.5g,75,https://image2.shilladfs.com/files/product2/2024/02/19/757611001704_20240219_16400633_12_757611001704_1.JPG,
ROMAND,THE JUICY LASTING TINT MINI,42,https://image1.shilladfs.com/files/product2/2025/09/02/757611001827_20250902_14461515_12_757611001827_1.JPG,
ROMAND,BARE WATER TINT,55,https://image2.shilladfs.com/files/product2/2024/09/03/757611001781_20240903_10155787_12_757611001781_1.JPG,
ROMAND,LIP MATE PENCIL,65,https://image1.shilladfs.com/files/product2/2025/10/24/757611001772_20251024_17535760_12_757611001772_2.JPG,
TIPTOE,Blurry Puree Blush,70,https://img.ssgdfs.com/upload/C00001/goos/org/003/250623000858003.png?RS=440,
TIPTOE,Glowit Sorbet Tint,88,https://img.ssgdfs.com/upload/C00001/goos/org/041/250623000858041.png?RS=440,
TIPTOE,Jelly Stick,85,https://img.ssgdfs.com/upload/C00001/goos/org/059/250623000858059.png?RS=440,
PORTRE,Pure Layer Cushion Glow (no refill),210,https://img.ssgdfs.com/upload/C00001/goos/org/099/241203000697099.jpg?RS=440,
PORTRE,Tint Matte,150,https://img.ssgdfs.com/upload/C00001/goos/org/489/251117000986489.jpg?RS=440,
PORTRE,PURE GLACE,135,https://img.ssgdfs.com/upload/C00001/goos/org/294/241119000685294.jpg?RS=440,
PORTRE,Velvet Layer Cushion Matte,210,https://img.ssgdfs.com/upload/C00001/goos/org/666/250728000881666.jpg?RS=440,
PORTRE,Satin Fit Liquid Cheek,99,https://img.ssgdfs.com/upload/C00001/goos/org/663/250318000781663.jpg?RS=440,
PERIPERA,INK GLASTING LIP GLOSS 022 STRAWBERRY MATCH,55,https://image1.shilladfs.com/files/product2/2026/04/03/669911002240_20260403_10302090_12_669911002240_1.JPG,
PERIPERA,Mood Glowy Tint,60,https://image2.shilladfs.com/files/product2/2026/01/29/669911002226_20260129_10405283_12_669911002226_1.JPG,
PERIPERA,SPEEDY SKINNY BROW MASCARA,45,https://image2.shilladfs.com/files/product2/2025/04/30/669911002134_20250430_21121884_12_669911002134_1.JPG,
PERIPERA,INK POCKET SHADOW PALETTE ,70,https://image2.shilladfs.com/files/product2/2023/06/16/669911001758_20230616_14265849_12_669911001758_1.JPG,
PERIPERA,V SHADING,75,https://image2.shilladfs.com/files/product2/2023/06/13/669911001648_20230613_15181941_12_669911001648_1.JPG,
PERIPERA,SYRUPY TOK CHEEK,69,https://image2.shilladfs.com/files/product2/2025/02/12/669911002107_20250212_17425482_12_669911002107_1.JPG,
PERIPERA,PURE BLUSHED SUNSHINE CHEEK,45,https://image2.shilladfs.com/files/product2/2025/01/02/669911002098_20250102_11100350_12_669911002098_1.JPG,
PERIPERA,INK GLASTING LIP GLOSS,55,https://image2.shilladfs.com/files/product2/2026/04/03/669911002238_20260403_10300462_12_669911002238_1.JPG,
PERIPERA,PERIPERA MAKE SPEEDY SKINNY BROW,35,https://image1.shilladfs.com/files/product2/2022/12/21/669911001628_20221221_11564751_12_669911001628_1.JPG,
HOLIKA HOLIKA,My Fave Piece Concealer,45,https://image1.shilladfs.com/files/product2/2026/04/13/666711000863_20260413_15541833_12_666711000863_1.JPG,
HOLIKA HOLIKA,MY FAVE MOOD EYE PALETTE,135,https://image2.shilladfs.com/files/product2/2026/03/19/666711000675_20260319_14241937_12_666711000675_2.JPG,
HOLIKA HOLIKA,Melting Blur Lip Pot ,80,https://image1.shilladfs.com/files/product2/2026/03/19/666711000791_20260319_14241318_12_666711000791_2.JPG,
HOLIKA HOLIKA,Heart Crush Bare Glaze Tint,80,https://image1.shilladfs.com/files/product2/2026/03/12/666711000827_20260312_16501496_12_666711000827_1.JPG,
HOLIKA HOLIKA,Glow Rise Balm,90,https://image1.shilladfs.com/files/product2/2026/03/12/666711000854_20260312_16492149_12_666711000854_1.JPG,
LUMMIR,Light On Eyes Shadow Palette,168,https://img.ssgdfs.com/upload/C00001/goos/org/040/241024000656040.jpg?RS=440,
LUMMIR,Flash Pot Highlighter,88,https://img.ssgdfs.com/upload/C00001/goos/org/138/241024000656138.jpg?RS=440,
LUMMIR,Melting Fit Shine Balm,95,https://img.ssgdfs.com/upload/C00001/goos/org/230/241024000656230.jpg?RS=440,
LUMMIR,Fill In Shape Brow Pencil ,70,https://img.ssgdfs.com/upload/C00001/goos/org/094/241024000656094.jpg?RS=440,
LILYBYRED,Love Beam Cheek Balm,69,https://img.ssgdfs.com/upload/C00001/goos/org/514/240315000481514.jpg?RS=440,
LILYBYRED,9 to 9 Survival Penliner ,49,https://img.ssgdfs.com/upload/C00001/goos/org/504/240315000481504.jpg?RS=440,
LILYBYRED,Sweet Liar Milky Tint,59,https://img.ssgdfs.com/upload/C00001/goos/org/858/250317000780858.jpg?RS=440,
LILYBYRED,Mood Keyboard,88,https://img.ssgdfs.com/upload/C00001/goos/org/656/240315000481656.jpg?RS=440,
LILYBYRED,Juicy Liar Water Tint,55,https://img.ssgdfs.com/upload/C00001/goos/org/149/240318000482149.jpg?RS=440,
LILYBYRED,DEWY FIT PALETTE,125,https://image1.shilladfs.com/files/product2/2025/06/12/766411000393_20250612_17491997_12_766411000393_1.JPG,
LILYBYRED,CHEEK MOUSSE,65,https://static.lottedfs.cn/prod/prd-img/81/05/39/01/00/02/20001390581_2.webp/dims/resize/460x460,
LILYBYRED,LUV BEAM GLOW VEIL,60,https://image1.shilladfs.com/files/product2/2023/04/03/766411000244_20230403_15110755_12_766411000244_1.JPG,
LILYBYRED,BLOODY LIAR COATING TINT,55,https://image1.shilladfs.com/files/product2/2023/08/16/766411000323_20230816_16454064_12_766411000323_1.JPG,
LILYBYRED,LOVE BEAM CHEEK,59,https://image2.shilladfs.com/files/product2/2021/03/12/766411000130_20210312_14305935_12_766411000130_1.JPG,
LILYBYRED,AM9 TO PM9 SURVIVAL COLORCARA,49,https://image1.shilladfs.com/files/product2/2024/03/07/766411000268_20240307_17021000_12_766411000268_1.JPG,
LILYBYRED,SMILEY LIP BLENDING STICK,49,https://image2.shilladfs.com/files/product2/2023/08/16/766411000309_20230816_16505112_12_766411000309_1.JPG,
LILYBYRED,SUGAR WRAPPING TINT GLOSS,65,https://image1.shilladfs.com/files/product2/2026/01/13/766411000420_20260113_10081920_12_766411000420_1.JPG,
NAMING,Over Dew Glossy Lip Tint,70,https://img.ssgdfs.com/upload/C00001/goos/org/834/260416001124834.png?RS=440,"details/C1521.webp,details/C1522.webp,details/C1523.webp,details/C1524.webp,details/C1525.webp,details/C1526.webp,details/C1527.webp,details/C1528.webp"
NAMING,Glowy Heart Lip Tint,70,https://img.ssgdfs.com/upload/C00001/goos/org/321/260327001098321.png?RS=440,
NAMING,Fluffy Baked Highlighter,60,https://img.ssgdfs.com/upload/C00001/goos/org/536/241212000704536.jpg?RS=440,
NAMING,Syrup Melting Stick,80,https://img.ssgdfs.com/upload/C00001/goos/org/602/241211000703602.jpg?RS=440,
NAMING,Zero Gravity Cover Up Cushion (refill),70,https://img.ssgdfs.com/upload/C00001/goos/org/436/260416001124436.png?RS=440,
TOO COOL FOR SCHOOL,ARTCLASS FROTTAGE PENCIL,70,https://static.lottedfs.cn/prod/prd-img/34/38/14/01/00/02/20001143834_2.jpg/dims/resize/460x460,
TOO COOL FOR SCHOOL,BY RODIN FINISH SETTING OIL PAPER,50,https://static.lottedfs.cn/prod/prd-img/47/58/90/00/00/02/20000905847_2.jpg/dims/resize/460x460,
TOO COOL FOR SCHOOL,AIR FIT CUSHION (+refill),165,https://static.lottedfs.cn/prod/prd-img/90/16/32/01/00/02/20001321690_2.jpg/dims/resize/460x460,
TOO COOL FOR SCHOOL,BY RODIN FINISH SETTING FACT,75,https://static.lottedfs.cn/prod/prd-img/86/54/92/00/00/02/20000925486_3.jpg/dims/resize/460x460,
TOO COOL FOR SCHOOL,VERRE COLOR GLOSS,60,https://static.lottedfs.cn/prod/prd-img/81/38/38/01/00/02/20001383881_1.webp/dims/resize/460x460,
TOO COOL FOR SCHOOL,PERFECT DAY MAKEUP FIXER,60,https://static.lottedfs.cn/prod/prd-img/13/96/32/01/00/02/20001329613_2.jpg/dims/resize/460x460,
TOO COOL FOR SCHOOL,BY RODIN BLUSHER,75,https://static.lottedfs.cn/prod/prd-img/05/21/43/01/00/02/20001432105_2.webp/dims/resize/460x460,
TOO COOL FOR SCHOOL,VEILED CONTOUR SHADING,85,https://static.lottedfs.cn/prod/prd-img/74/61/36/01/00/02/20001366174_2.jpg/dims/resize/460x460,
TOO COOL FOR SCHOOL,BY RODIN SHADING MASTER,95,https://static.lottedfs.cn/prod/prd-img/18/84/10/01/00/02/20001108418_2.jpg/dims/resize/460x460,
TOO COOL FOR SCHOOL,ARTCLASS DUAL CONTOUR STICK,75,https://static.lottedfs.cn/prod/prd-img/19/44/29/01/00/02/20001294419_3.jpg/dims/resize/460x460,
TOO COOL FOR SCHOOL,By Rodin Highlighter,90,https://image2.shilladfs.com/files/product2/2026/02/11/666511101537_20260211_16594955_12_666511101537_1.JPG,
JUNGSAEMMOOL,ESSENTIAL SKIN NUDER CUSHION DELUX EDITION MAIN (+ 2 refills),260,https://static.lottedfs.cn/prod/prd-img/31/34/38/01/00/02/20001383431_1.jpg/dims/resize/460x460,
JUNGSAEMMOOL,ESSENTIAL SKIN NUDER CUSHION (+erfill),185,https://static.lottedfs.cn/prod/prd-img/81/54/81/00/00/02/20000815481_2.jpg/dims/resize/460x460,
JUNGSAEMMOOL,ESSENTIAL SKIN NUDER LONG WEAR CUSHION (+refill),185,https://static.lottedfs.cn/prod/prd-img/34/00/34/01/00/02/20001340034_2.jpg/dims/resize/460x460,
JUNGSAEMMOOL,ARTIST FACE PALETTE HIGHLIGHTER,180,https://static.lottedfs.cn/prod/prd-img/73/91/14/01/00/02/20001149173_2.jpg/dims/resize/460x460,
JUNGSAEMMOOL,SKIN NUDE CUSHION CONCEALER ,155,https://static.lottedfs.cn/prod/prd-img/88/05/18/01/00/02/20001180588_2.jpg/dims/resize/460x460,
JUNGSAEMMOOL,ARTIST CONCEALER PALETTE,170,https://static.lottedfs.cn/prod/prd-img/14/60/73/00/00/02/20000736014_3.jpg/dims/resize/460x460,
JUNGSAEMMOOL,MASTER CLASS FACE BRUSH PORTABLE KIT,220,https://static.lottedfs.cn/prod/prd-img/07/07/41/01/00/02/20001410707_2.webp/dims/resize/460x460,
JUNGSAEMMOOL,ESSENTIAL MOOL MOISTURE DUO SET (MOOL CREAM 30ml + MOOL MIST 55ml) ,220,https://static.lottedfs.cn/contents/images/brnd-img/19928/202304271142511995f305c4713b74e1bae507e40cb6ba827.png/dims/resize/360x96,
JUNGSAEMMOOL,MASTER CLASS EYEBRUSH PORTABLE KIT,180,https://static.lottedfs.cn/contents/images/brnd-img/19928/202304271142511995f305c4713b74e1bae507e40cb6ba827.png/dims/resize/360x96,
JUNGSAEMMOOL,ARTIST EYE PALETTE,185,https://static.lottedfs.cn/contents/images/brnd-img/19928/202304271142511995f305c4713b74e1bae507e40cb6ba827.png/dims/resize/360x96,
JUNGSAEMMOOL,ESSENTIAL MOOL CREAM 50ml,210,https://static.lottedfs.cn/prod/prd-img/52/24/43/00/00/02/20000432452_2.jpg/dims/resize/460x460,
JUNGSAEMMOOL,SKIN NUDER COVER LAYER CUSHION (+refill),220,https://static.lottedfs.cn/contents/images/brnd-img/19928/202304271142511995f305c4713b74e1bae507e40cb6ba827.png/dims/resize/360x96,
